name;company;technology;job;location.city;location.country;salary.low;salary.high;salary.currency;salary
Remote Frontend Developer;RST Softare Masters;N/A;frontend developer;Zdalna;N/A;9000;18000;PLN;
Mid/Senior Frontend Developer (React);Poer Media;N/A;frontend developer;Zdalna;N/A;15000;25000;PLN;
Frontend Developer;Devire Sp. z o.o.;N/A;frontend developer;Zdalna;N/A;17000;21000;PLN;
Frontend Developer;CEPD.TECH;N/A;frontend developer;Łódź;POL;8000;11000;PLN;
Frontend Developer;OakFusion;N/A;frontend developer;Zdalna;N/A;15000;25000;PLN;
Remote Senior Frontend Developer;PGS Softare S.A.;N/A;frontend developer;Zdalna;N/A;15600;27400;PLN;
Senior Frontend Developer;crodhouse;N/A;frontend developer;Zdalna;N/A;38430;38430;PLN;
Trainee React Frontend Developer;Transition Technologies PSC Sp. z o.o;N/A;frontend developer;Poznań;POL;3192;3528;PLN;
Front-end Developer;Itransition;N/A;frontend developer;Zdalna;N/A;10000;20000;PLN;
Web Frontend Developer - Angular;AVENGA;N/A;frontend developer;Zdalna;N/A;21840;25200;PLN;
Frontend Developer with Angular(Regular);Recruitee;N/A;frontend developer;Zdalna;N/A;13000;18000;PLN;
Remote Frontend Developer (WebGL);GraphAare;N/A;frontend developer;Zdalna;N/A;20000;25000;PLN;
Mid FrontEnd Developer;Enerbit;N/A;frontend developer;Zdalna;N/A;12000;16000;PLN;
Senior Frontend Developer;Centra;N/A;frontend developer;Zdalna;N/A;17000;26000;PLN;
Frontend Developer;Contina Sp. z o.o.;N/A;frontend developer;Zdalna;N/A;7000;12000;PLN;
Front-end Developer;Livespace sp. z o.o.;N/A;frontend developer;Zdalna;N/A;14000;18000;PLN;
Junior Frontend Developer;People Trust Sp. z o.o.;N/A;frontend developer;Zdalna;N/A;13500;16000;PLN;
Remote Angular Frontend Developer;Pretius;N/A;frontend developer;Zdalna;N/A;12768;21000;PLN;
Senior Frontend Developer;Codete;N/A;frontend developer;Zdalna;N/A;18000;23000;PLN;
Junior Frontend Developer;Decerto Sp. z o.o.;N/A;frontend developer;Zdalna;N/A;7560;10920;PLN;
Remote Frontend Developer;GTV Poland SA;N/A;frontend developer;Zdalna;N/A;9000;18000;PLN;
Senior Frontend Developer with React;Monterail;N/A;frontend developer;Zdalna;N/A;15000;25000;PLN;
Senior Frontend Developer with Vue.js;Monterail;N/A;frontend developer;Zdalna;N/A;15000;25000;PLN;
Frontend Developer [Remote];To-Up Agency;N/A;frontend developer;Zdalna;N/A;15000;20000;PLN;
Remote Frontend Developer;Blue Focus Sp. z o.o. Sp. Komandytoa;N/A;frontend developer;Zdalna;N/A;9000;17000;PLN;
Frontend Developer;Systell Sp. z o.o. sp.k.;N/A;frontend developer;Poznań;POL;8000;11000;PLN;
Frontend Developer ( remote );ALTEN Polska;N/A;frontend developer;Zdalna;N/A;21840;26880;PLN;
Frontend Developer;Ulam Labs;N/A;frontend developer;Wrocław;POL;12000;17000;PLN;
Junior Frontend Developer;Misoft;N/A;frontend developer;Zdalna;N/A;4000;7000;PLN;
Frontend Developer (Shopify);Invis Wearables;N/A;frontend developer;Zdalna;N/A;5000;10000;PLN;
Frontend Developer;Vendo Commerce;N/A;frontend developer;Zdalna;N/A;10000;15000;PLN;
React Frontend Developer (Remote/Hybrid);Tango;N/A;frontend developer;Zdalna;N/A;12000;18000;PLN;
Frontend Developer;TBSCG;N/A;frontend developer;Wrocław;POL;16000;24000;PLN;
Junior Frontend Developer;Enamor International Sp. z o.o.;N/A;frontend developer;Warsaw;POL;7000;10500;PLN;
REMOTE Frontend Developer;Vstorm;N/A;frontend developer;Zdalna;N/A;11250;22500;PLN;
Remote Frontend Developer;Integration X A/S;N/A;frontend developer;Zdalna;N/A;16000;22000;PLN;
Junior Frontend Developer;ZETO Rzeszó;N/A;frontend developer;Rzeszów;POL;4000;8000;PLN;
Frontend Developer (ECTR);TechnipFMC;N/A;frontend developer;Zdalna;N/A;14500;16900;PLN;
Remote Frontend Developer (React);Remedy;N/A;frontend developer;Zdalna;N/A;10923;21847;PLN;
Junior Frontend Developer;Claned Group Oy Ab;N/A;frontend developer;Zdalna;N/A;7000;13500;PLN;
Junior Frontend Developer;BoomBit S.A.;N/A;frontend developer;Zdalna;N/A;5000;8000;PLN;
Frontend Developer;ISO Softare Systems Polska Sp. z o.o.;N/A;frontend developer;Częstochowa;POL;5000;9000;PLN;
Junior Frontend Developer (Angular);Viercode;N/A;frontend developer;Zdalna;N/A;7000;12000;PLN;
Full Stack Java Developer;Sky and Space Co;N/A;java developer;Zdalna;N/A;16000;18000;PLN;
Java Developer;Contina Sp. z o.o.;N/A;java developer;Zdalna;N/A;7000;12000;PLN;
Java Developer (with AWS);ASTEK Polska;N/A;java developer;Zdalna;N/A;21000;28350;PLN;
Junior Java Developer;Softarely;N/A;java developer;Warszawa;POL;14700;18480;PLN;
Junior Java/Groovy Developer;ProData Consult;N/A;java developer;Warszawa;POL;10080;16800;PLN;
Junior Java Developer;gravit.dev;N/A;java developer;Zdalna;N/A;;;;
Junior Java Developer;Decerto Sp. z o.o.;N/A;java developer;Zdalna;N/A;7560;11760;PLN;
Junior Java Developer (remote);Si e-commerce;N/A;java developer;Zdalna;N/A;5400;7200;PLN;
Java Developer;Devqube;N/A;java developer;Zdalna;N/A;23520;26040;PLN;
Remote Mid Java Developer;People Trust Sp. z o.o.;N/A;java developer;Zdalna;N/A;13440;16800;PLN;
Java Developer | marketing automation;JCommerce Sp z o o;N/A;java developer;Zdalna;N/A;15120;21840;PLN;
Senior Java Developer | microservices;JCommerce Sp z o o;N/A;java developer;Zdalna;N/A;15120;21840;PLN;
Java Fullstack Developer;SaldeoSMART;N/A;java developer;Kraków;POL;12000;17000;PLN;
Junior Java Developer;Decerto Sp. z o.o.;N/A;java developer;Zdalna;N/A;7500;10000;PLN;
Java Developer;Toro Performance;N/A;java developer;Zdalna;N/A;11000;22000;PLN;
Senior Java Developer;Netguru S.A.;N/A;java developer;Zdalna;N/A;18000;27000;PLN;
Java Developer;NVT Sp. z o.o.;N/A;java developer;Zdalna;N/A;10000;14000;PLN;
Remote Fullstack Java Developer;AVENGA;N/A;java developer;Zdalna;N/A;23520;25200;PLN;
Junior Java Developer;Storare Sp. z o.o.;N/A;java developer;Warszawa;"POL
 + 1";5000;7000;PLN;
Junior Java Developer;Storare Sp. z o.o.;N/A;java developer;Warszawa;"POL
 + 1";5000;7000;PLN;
Junior Java Backend Developer;Datalizard Polska Sp. z o.o.;N/A;java developer;Wrocław;POL;5000;8000;PLN;
Remote Java Developer;Striped Giraffe Innovation & Strategy Polska;N/A;java developer;Zdalna;N/A;18000;22000;PLN;
Java Developer Remote;Devire Sp. z o.o.;N/A;java developer;Zdalna;N/A;31000;35000;PLN;
Senior Java Developer;Acaisoft Poland Sp. z o.o.;N/A;java developer;Zdalna;N/A;19000;25000;PLN;
Java Developer;Rumble Fish Poland Sp. z o.o.;N/A;java developer;Kraków;POL;12000;23000;PLN;
Java Developer (junior/mid);Eversis sp. z o.o.;N/A;java developer;Zdalna;N/A;15000;17000;PLN;
Java Developer;Qurate Retail Group Global Business Services sp. z o.o.;N/A;java developer;Zdalna;N/A;13000;17000;PLN;
Remote Java Developer;Devire Sp. z o.o.;N/A;java developer;Zdalna;N/A;26880;31920;PLN;
Java Developer;Unity Group;N/A;java developer;Zdalna;N/A;13440;25200;PLN;
Java Developer;YND Technologies;N/A;java developer;Zdalna;N/A;22000;27000;PLN;
Junior Java Developer;ALTEN Polska;N/A;java developer;Zdalna;N/A;9600;11000;PLN;
Junior Java Developer;Horus Sp. z o.o.;N/A;java developer;Warszawa;POL;5000;9000;PLN;
Junior Java Developer;Horus Sp. z o.o.;N/A;java developer;Warszawa;POL;5000;9000;PLN;
Java Backend Developer;Duco Technology Poland Sp.  z o.o.;N/A;java developer;Zdalna;N/A;18000;21500;PLN;
Java Developer;Codibly;N/A;java developer;Zdalna;N/A;11760;16800;PLN;
Remote Senior Java Developer;Winged IT;N/A;java developer;Zdalna;N/A;25000;29000;PLN;
Senior Java Developer;HL Tech;N/A;java developer;Zdalna;N/A;19500;28500;PLN;
Java Developer;HL Tech;N/A;java developer;Warszawa;POL;11000;16000;PLN;
Junior Java Developer;HL Tech;N/A;java developer;Warszawa;POL;6000;8000;PLN;
Java Developer;Liki Mobile Solutions;N/A;java developer;Zdalna;N/A;13000;18000;PLN;
Junior Java Developer;SmartBear;N/A;java developer;Wrocław;POL;7000;10000;PLN;
Remote Junior Java Developer;Channels;N/A;java developer;Zdalna;N/A;6000;9000;PLN;
Junior Java Developer;Netcompany;N/A;java developer;Warszawa;POL;7000;8000;PLN;
Graduate / Junior Java Developer Hybrid;HERE Technologies;N/A;java developer;Kraków;POL;6583;12500;PLN;
Fullstack Java Developer;itertatec sp. z o.o.;N/A;java developer;Wrocław;POL;7000;14000;PLN;
Junior Java Developer;FIS Techlology Services (Poland) Sp. z o.o.;N/A;java developer;Warsaw;POL;7000;10000;PLN;
Remote Junior Java Developer;Globema Sp. z o.o.;N/A;java developer;Zdalna;N/A;7000;9000;PLN;
Java Developer;AUTENTI;N/A;java developer;Kraków;POL;12000;22000;PLN;
Java Developer;Vidarex Kft.;N/A;java developer;Zdalna;N/A;11313;17598;PLN;
Java Developer;Oncompass Medicine Hungary Kft.;N/A;java developer;Zdalna;N/A;9427;18855;PLN;
Java Developer;Blackbelt Holding Zrt;N/A;java developer;Zdalna;N/A;10056;17598;PLN;
Java Developer;Flexion Mobile Plc Magyarországi Fióktelepe;N/A;java developer;Zdalna;N/A;7542;15084;PLN;
Mid Backend Java Developer;Volksagen Group Services Kft.;N/A;java developer;Zdalna;N/A;10056;12570;PLN;
Java Developer;Transpose Kft;N/A;java developer;Zdalna;N/A;11313;15084;PLN;
Medior Java Developer;Reed Hungary;N/A;java developer;Budapest;HUN;13827;17598;PLN;
Medior/Senior Java Developer;Innovie Kft.;N/A;java developer;Budapest;HUN;12570;18855;PLN;
Lead Java developer;Blackbelt Holding Zrt;N/A;java developer;Budapest;HUN;16341;20112;PLN;
Junior Java Developer;DPDgroup IT Solutions Hungary Kft;N/A;java developer;Budapest;HUN;5656;6285;PLN;
Market Risk Python/Java Developer;IDBC Creative Solutions Kft.;N/A;java developer;Budapest;HUN;8799;13827;PLN;
Mid/Senior Java Developer;Dynamic Solutions;N/A;java developer;Debrecen;HUN;22512;32088;PLN;
Java Developer;Ideasol Magyarország Kft;N/A;java developer;Budapest;HUN;11313;20112;PLN;
Java Developer;Alvicom Kft.;N/A;java developer;Budapest;HUN;9427;18855;PLN;
Java Developer;Fox and Wolf HR Solutions;N/A;java developer;Budapest;HUN;10056;15084;PLN;
Fullstack Java Developer;EWL Group;N/A;java developer;Zdalna;N/A;18000;21000;PLN;
Java Backend Developer;Tellyo Oy Sp. z o.o. Oddział  Polsce;N/A;java developer;Zdalna;N/A;10000;20000;PLN;
Remote Senior Java Developer;Devire Sp. z o.o.;N/A;java developer;Zdalna;N/A;31000;35000;PLN;
Senior Java Developer (B2B);Netcompany;N/A;java developer;Warsaw;POL;14000;20000;PLN;
Junior/Mid Java Developer;IHS Markit;N/A;java developer;Zdalna;N/A;10000;14000;PLN;
Senior Java Developer;IHS Markit;N/A;java developer;Zdalna;N/A;14000;19000;PLN;
Java Developer;Britenet;N/A;java developer;Zdalna;N/A;18000;23000;PLN;
Java Developer;Britenet;N/A;java developer;Zdalna;N/A;18000;22000;PLN;
Senior Java Developer;Britenet;N/A;java developer;Zdalna;N/A;18000;23500;PLN;
Mid Java Developer;Acaisoft Poland Sp. z o.o.;N/A;java developer;Zdalna;N/A;12000;19000;PLN;
Senior Java Developer;Britenet;N/A;java developer;Zdalna;N/A;23000;27000;PLN;
Remote Senior Java Fullstack Developer;Aurelis Consulting;N/A;java developer;Zdalna;N/A;25000;32000;PLN;
Java Developer;Sygnity;N/A;java developer;Zdalna;N/A;25200;30240;PLN;
Java Developer;Sensi Labs Sp. z o.o.;N/A;java developer;Zdalna;N/A;17000;25000;PLN;
Senior Java Backend Developer;Kitopi;N/A;java developer;Zdalna;N/A;18000;26000;PLN;
Junior Java Developer;COMP S.A.;N/A;java developer;Zdalna;N/A;5500;9500;PLN;
Mid/Senior Java Developer;cronn Polska sp z o.o.;N/A;java developer;Białystok;POL;9000;17000;PLN;
(Senior) Java Developer;Onelo S.A.;N/A;java developer;Zdalna;N/A;14000;24000;PLN;
Junior Java Developer;Altkom Softare & Consulting;N/A;java developer;Zdalna;N/A;4200;6000;PLN;
Junior Java Developer;Enamor International Sp. z o.o.;N/A;java developer;Warszawa;POL;9000;15000;PLN;
Junior Fullstack Java Developer;Bersi Sp. z o.o.;N/A;java developer;Bydgoszcz;POL;5000;8000;PLN;
Experienced Java Developer;Bluestone PIM;N/A;java developer;Zdalna;N/A;15000;23000;PLN;
Experienced Java Developer;Bluestone PIM;N/A;java developer;GDAŃSK;POL;15000;23000;PLN;
Remote Mid Java Developer;SoftareMill;N/A;java developer;Zdalna;N/A;12075;17325;PLN;
Remote Senior Java Developer;SoftareMill;N/A;java developer;Zdalna;N/A;18375;26775;PLN;
Java Developer;Pixel Technology Sp. z o.o.;N/A;java developer;Łódź;POL;12000;18000;PLN;
Remote Senior Java Developer;Montrose Softare;N/A;java developer;Zdalna;N/A;18700;27400;PLN;
Backend Java Developer;Santander Bank Polska;N/A;java developer;Poznań;"POL
 + 2";10000;17000;PLN;
JAVA Developer (Mid/Senior);Stepise;N/A;java developer;Zdalna;N/A;12000;23000;PLN;
Java Full-Stack Developer (100% remote);PGS Softare S.A.;N/A;java developer;Zdalna;N/A;11000;19000;PLN;
Remote Java Developer;Altkom Softare & Consulting;N/A;java developer;Zdalna;N/A;4200;6000;PLN;
Junior Java Developer;Unity Group;N/A;java developer;Zdalna;N/A;6720;11760;PLN;
Junior Java Developer;BlueSoft Sp. z o.o.;N/A;java developer;Zdalna;N/A;5000;8500;PLN;
Java Cloud Developer;Grape Up;N/A;java developer;Zdalna;N/A;15200;21200;PLN;
Tech Lead Java Developer (Remote);ClearScale;N/A;java developer;Zdalna;N/A;36624;51240;PLN;
Senior Java Cloud Developer;Grape Up;N/A;java developer;Zdalna;N/A;18000;27100;PLN;
Senior Java SE Developer for Automotive;HARMAN Connected Services;N/A;java developer;Łódź;POL;13300;24000;PLN;
Senior IT Developer - Java Backend;Nordea Bank ABP;N/A;java developer;Trójmiasto;"POL
 + 2";14000;20000;PLN;
Java Developer;People Trust Sp. z o.o.;N/A;java developer;Zdalna;N/A;17000;25000;PLN;
Scala / Java Developer;NetorkedAssets;N/A;java developer;Zdalna;N/A;11000;18000;PLN;
Java/Kotlin Developer;NetorkedAssets Sp. z o.o.;N/A;java developer;Zdalna;N/A;11000;18000;PLN;
Junior Java Developer;Poznań Supercomputing and Netorking Center;N/A;java developer;Poznań;POL;5000;8000;PLN;
Backend Java Developer;Margo;N/A;java developer;Zdalna;N/A;18000;25000;PLN;
Remote Java Developer;Stretto;N/A;java developer;Zdalna;N/A;8000;14000;PLN;
Java Developer;Dynamic Solutions;N/A;java developer;Białystok;"POL
 + 2";16800;26880;PLN;
Fullstack Java Developer;Dynamic Solutions;N/A;java developer;Białystok;"POL
 + 2";16800;26880;PLN;
Java Developer;Avenga;N/A;java developer;Wrocław;POL;22680;26880;PLN;
Junior/Regular Java Developer;HARMAN Connected Services;N/A;java developer;Łódź;POL;10000;20000;PLN;
Remote Java (Hybris) Developer;Si e-commerce;N/A;java developer;Zdalna;N/A;9500;19000;PLN;
Java Developer;Shiji Poland;N/A;java developer;Katowice;POL;9000;17000;PLN;
Junior Java Developer;Marotino;N/A;java developer;Gdańsk;POL;3000;6000;PLN;
Java Developer;ASTEK Polska;N/A;java developer;Zdalna;N/A;18900;23100;PLN;
The best Java Developer- 100% remote;AVENGA;N/A;java developer;Zdalna;N/A;21840;31920;PLN;
Java Developer - Remote;Tryg Forsikring;N/A;java developer;Zdalna;N/A;19320;26040;PLN;
Java Developer;DevOpsi;N/A;java developer;Zdalna;N/A;10080;16800;PLN;
Scala (Java) Developer;Lingaro;N/A;java developer;Zdalna;N/A;14280;21000;PLN;
Java Backend Developer;Reality Games;N/A;java developer;Zdalna;N/A;12000;20000;PLN;
Java Developer - branża bankowa;Sii Polska;N/A;java developer;Zdalna;N/A;15750;25200;PLN;
Remote Back-end Java Developer;BNY Mellon;N/A;java developer;Zdalna;N/A;13000;24000;PLN;
Remote Fullstack Developer Java, Angular;BNY Mellon;N/A;java developer;Zdalna;N/A;13000;24000;PLN;
Junior Java/HTML Developer - Białystok;Exorigo-Upos;N/A;java developer;Zdalna;N/A;8000;10000;PLN;
Junior Java Developer;eejscioki.pl;N/A;java developer;Zdalna;N/A;8000;12000;PLN;
Junior Java Developer;Uniersytet Gdański;N/A;java developer;Gdańsk;POL;4000;5500;PLN;
Java Developer;Oferteo;N/A;java developer;Wrocław;POL;10000;16000;PLN;
Java Developer;ALTEN Polska;N/A;java developer;Zdalna;N/A;16300;20160;PLN;
Java Developer;Interactive Workspace;N/A;java developer;Zdalna;N/A;18000;22000;PLN;
Remote Senior Java Developer;Hypatos GmbH;N/A;java developer;Zdalna;N/A;23962;28754;PLN;
Mid/Senior Backend Java Developer Remote;Kuehne + Nagel Sp. z o.o.;N/A;java developer;Zdalna;N/A;17000;24000;PLN;
Remote Senior Java Developer;Codest Ltd.;N/A;java developer;Zdalna;N/A;18000;21000;PLN;
Java SE Developer for Automotive;HARMAN Connected Services;N/A;java developer;Łódź;POL;7000;13000;PLN;
Middle Java Developer;Infopulse;N/A;java developer;Zdalna;N/A;20160;23520;PLN;
Junior Java Developer;Remedy;N/A;java developer;Zdalna;N/A;6554;13108;PLN;
Java Developer;EPAM;N/A;java developer;Zdalna;N/A;9000;14000;PLN;
Lead Java Developer;EPAM;N/A;java developer;Zdalna;N/A;14000;21000;PLN;
Java Developer;Decerto Sp. z o.o.;N/A;java developer;Zdalna;N/A;11760;15120;PLN;
Senior Java Developer - Remote / Hybrid;HERE Technologies;N/A;java developer;Zdalna;N/A;16666;25000;PLN;
Java Developer;ING BANK ŚLĄSKI SPÓŁKA AKCYJNA;N/A;java developer;Zdalna;N/A;9000;16000;PLN;
Regular Java Developer;Sii Polska;N/A;java developer;Zdalna;N/A;16800;23100;PLN;
Java Developer;Coinfirm;N/A;java developer;Zdalna;N/A;12000;20000;PLN;
Java Test Developer;Sii Polska;N/A;java developer;Zdalna;N/A;12600;23100;PLN;
Junior Java Developer;Gyfted;N/A;java developer;Zdalna;N/A;4000;7000;PLN;
Remote Java Cloud Developer;DahliaMatic Sp. z o.o.;N/A;java developer;Zdalna;N/A;20000;35000;PLN;
Java Developer;Appliscale;N/A;java developer;Zdalna;N/A;12000;20000;PLN;
Remote Java Developer;Nickel Digital Asset Management;N/A;java developer;Zdalna;N/A;15000;30000;PLN;
Java Backend Developer;Kitopi;N/A;java developer;Zdalna;N/A;13500;20000;PLN;
Remote Senior Java Developer;Devire;N/A;java developer;Zdalna;N/A;31920;38640;PLN;
Java Developer (Regular/Senior);AVENGA;N/A;java developer;Zdalna;N/A;21840;28560;PLN;
Fulstack Java Developer;Metrosoft;N/A;java developer;Zdalna;N/A;15000;22000;PLN;
Java Developer;Citi Service Center;N/A;java developer;Warszawa;POL;10000;20000;PLN;
Senior Java Developer – Innovation Team;Citi Service Center;N/A;java developer;Warszawa;POL;14300;28600;PLN;
Java Developer;Poer Media;N/A;java developer;Wrocław;"POL
 + 4";16000;32000;PLN;
Remote Expert Java Developer;BigPicture;N/A;java developer;Zdalna;N/A;32000;38000;PLN;
Java Developer;MUGCO, LLC.;N/A;java developer;Zdalna;N/A;21847;30585;PLN;
Java Developer;Onelo S.A.;N/A;java developer;Zdalna;N/A;12600;18900;PLN;
Fullstack Java Developer;AVENGA;N/A;java developer;Zdalna;N/A;16800;19320;PLN;
Senior Java Developer with German;VM.PL Softare House;N/A;java developer;Zdalna;N/A;18480;25200;PLN;
Senior Java Backend Developer;VM.PL Softare House;N/A;java developer;Zdalna;N/A;18480;25200;PLN;
Junior Java Developer;ERGO Technology & Services;N/A;java developer;Warszawa;POL;10000;13000;PLN;
Senior Java Developer R&D;Vaadin;N/A;java developer;Zdalna;N/A;21565;28754;PLN;
Java Developer;Hays Poland;N/A;java developer;Łódź;"POL
 + 1";14280;25200;PLN;
Java Backend Developer;Green Minds Sp.z o.o.;N/A;java developer;Zdalna;N/A;23520;28560;PLN;
Java Developer;Knode;N/A;java developer;Zdalna;N/A;16000;28000;PLN;
Java Developer;SafeKiddo sp. z o.o. sp. k.;N/A;java developer;Warszawa;POL;7000;13000;PLN;
Junior Integration Developer (Java);Qurate Retail Group Global Business Services sp. z o.o.;N/A;java developer;Zdalna;N/A;11000;14000;PLN;
Java Developer;Cisco;N/A;java developer;Zdalna;N/A;13000;23000;PLN;
Java developer;Chargify;N/A;java developer;Zdalna;N/A;10000;14000;PLN;
Remote Java Developer;Deskset Softare Sp. z o.o.;N/A;java developer;Zdalna;N/A;12000;18000;PLN;
Senior/Tech Lead Java Developer;Spyrosoft;N/A;java developer;Zdalna;N/A;18480;29400;PLN;
Java Developer;Nekken;N/A;java developer;Warszawa;POL;6000;11000;PLN;
Java Developer (Microservices);ConSol Austria Softare GmbH;N/A;java developer;Zdalna;N/A;10080;16800;PLN;
Java Developer;Poznań Supercomputing and Netorking Center;N/A;java developer;Poznań;POL;9000;17000;PLN;
Java Game Developer;Evolution;N/A;java developer;Warszawa;POL;19500;25760;PLN;
Java Developer (Service mesh);ING BANK ŚLĄSKI SPÓŁKA AKCYJNA;N/A;java developer;Zdalna;N/A;9000;16000;PLN;
Java Developer | FinTech;JCommerce Sp z o o;N/A;java developer;Zdalna;N/A;13440;21840;PLN;
Junior Java Developer;Anya Consultancy Services;N/A;java developer;Zdalna;N/A;8786;9984;PLN;
Java Developer;Citi Service Center;N/A;java developer;Warszawa;POL;10000;20000;PLN;
Lead Java Developer;Citi Service Center;N/A;java developer;Warszawa;POL;14300;28600;PLN;
Java Developer;Positive Geeks Sp. z o.o.;N/A;java developer;Zdalna;N/A;17500;25000;PLN;
Java Developer;AMSORT Sp. z o.o.;N/A;java developer;Warszawa;POL;10000;15000;PLN;
Fullstack Java Developer;Solit SA;N/A;java developer;Zdalna;N/A;14000;18000;PLN;
Java Developer;Przedsiębiorsto Państoe „Porty Lotnicze”;N/A;java developer;Warszawa;POL;11000;17000;PLN;
Java Developer;JCommerce Sp z o o;N/A;java developer;Zdalna;N/A;21840;23520;PLN;
ANDROID DEVELOPER | JAVA, KOTLIN;JCommerce Sp z o o;N/A;java developer;Zdalna;N/A;17640;21840;PLN;
Java Developer;SquareOne;N/A;java developer;Zdalna;N/A;22000;30000;PLN;
Fullstack Developer (Java + Angular);Devire;N/A;java developer;Warszawa;POL;18480;21840;PLN;
Remote Java Developer;People Trust Sp. z o.o.;N/A;java developer;Zdalna;N/A;16800;20160;PLN;
Remote Senior Java Backend Developer;Kontomatik Sp. z o.o.;N/A;java developer;Zdalna;N/A;20000;26000;PLN;
Java Developer - 100%  remote;AVENGA;N/A;java developer;Zdalna;N/A;16000;32000;PLN;
Junior Java Developer;Bravura Solutions Polska Sp. z o.o.;N/A;java developer;Zdalna;N/A;7000;10000;PLN;
Remote Mid/Senior Java Developer;Espeo Softare;N/A;java developer;Zdalna;N/A;11880;23760;PLN;
Java/Kotlin Developer;Kinguin Poland Sp. z o. o.;N/A;java developer;Zdalna;N/A;12000;18000;PLN;
Java Developer;Devire;N/A;java developer;Zdalna;N/A;16800;25200;PLN;
Java Software Developer;IN Team;N/A;java developer;Zdalna;N/A;18480;26880;PLN;
Java Developer;CrustLab;N/A;java developer;Zdalna;N/A;12500;24000;PLN;
Java Developer;FIS Techlology Services (Poland) Sp. z o.o.;N/A;java developer;Wroclaw;POL;16000;18000;PLN;
Remote Lead Backend Java Developer;Softengi;N/A;java developer;Zdalna;N/A;20973;27527;PLN;
Senior Java Developer;Clurgo Sp. z o.o.;N/A;java developer;Zdalna;N/A;18480;25200;PLN;
Java Developer;Devire;N/A;java developer;Zdalna;N/A;18480;24360;PLN;
Senior Java Developer;AVENGA;N/A;java developer;Zdalna;N/A;30240;36960;PLN;
Senior Java Software Developer;Volvo Group;N/A;java developer;Wrocław;POL;15000;20500;PLN;
Java Fullstack Developer;Syncron Sp. z o.o.;N/A;java developer;Zdalna;N/A;13300;23000;PLN;
Junior Java Developer;Inteca;N/A;java developer;Wrocław;POL;5000;8000;PLN;
Junior Fullstack Java Developer;InfiniteProgress;N/A;java developer;Wrocław;POL;5000;10000;PLN;
Junior Java Developer;Exorigo-Upos;N/A;java developer;Zdalna;N/A;8000;10000;PLN;
Remote Senior Java Developer;gravit.dev;N/A;java developer;Zdalna;N/A;;;;
Remote Mid Java Developer;gravit.dev;N/A;java developer;Zdalna;N/A;;;;
Java Developer (mid/senior);Amusys Production Sp. z o.o.;N/A;java developer;Zdalna;N/A;14000;22000;PLN;
Java Developer (mid/senior);Amusys Production Sp. z o.o.;N/A;java developer;Zdalna;N/A;14000;20000;PLN;
FullStack Developer (Java/React);A4BEE Sp. z o.o.;N/A;java developer;Zdalna;N/A;10000;18000;PLN;
Java Developer;Onelo S.A.;N/A;java developer;Zdalna;N/A;16800;25200;PLN;
Fullstack Java Mobile Developer;Eternis Sp. z o.o. Sp. k.;N/A;java developer;Wrocław;POL;14000;20000;PLN;
Senior Java Developer;Codibly;N/A;java developer;Zdalna;N/A;18816;26880;PLN;
Remote Java Developer;DXC Technology;N/A;java developer;Zdalna;N/A;13000;18000;PLN;
Remote Java Developer;AVENGA;N/A;java developer;Zdalna;N/A;18480;26040;PLN;
Mid Java Developer;Acaisoft Poland Sp. z o.o.;N/A;java developer;Zdalna;N/A;13000;25000;PLN;
Java Developer;Itransition;N/A;java developer;Zdalna;N/A;10000;20000;PLN;
Java Developer (remote);IN Team;N/A;java developer;Zdalna;N/A;11760;18480;PLN;
Fullstack Developer (Java, React);Link Group;N/A;java developer;Zdalna;N/A;13000;21000;PLN;
Junior Java Developer;Codibly;N/A;java developer;Kraków;POL;6888;11760;PLN;
Full Stack Java Developer;OakFusion;N/A;java developer;Zdalna;N/A;15000;25000;PLN;
Remote Java Developer;EXATEL S.A.;N/A;java developer;Zdalna;N/A;12000;17000;PLN;
Java Developer (Mid/Senior);BCF Softare Sp. z o. o.;N/A;java developer;Zdalna;N/A;11760;20160;PLN;
Java Developer;Clurgo Sp. z o.o.;N/A;java developer;Zdalna;N/A;12600;18480;PLN;
Java Developer;Clurgo Sp. z o.o.;N/A;java developer;Zdalna;N/A;14280;19320;PLN;
Junior Java Developer;KRUK S.A.;N/A;java developer;Zdalna;N/A;6000;8000;PLN;
Junior Java Developer;PRIMIGENIUS;N/A;java developer;Bydgoszcz;POL;3000;6000;PLN;
Junior Java/HTML Developer (Remote);Exorigo-Upos;N/A;java developer;Zdalna;N/A;8000;10000;PLN;
Junior Java Developer;Viercode;N/A;java developer;Zdalna;N/A;7000;12000;PLN;
Remote Senior Java Developer;Link Group;N/A;java developer;Zdalna;N/A;25200;31920;PLN;
Java Developer;Devire Sp. z o.o.;N/A;java developer;Zdalna;N/A;19000;22000;PLN;
Java Developer;BMS;N/A;java developer;Warszawa;"POL
 + 3";10000;16000;PLN;
Fullstack Java Developer;AVENGA;N/A;java developer;Zdalna;N/A;30240;35280;PLN;
Java Developer (Junior - Mid -Senior);PayU;N/A;java developer;Poznań;POL;10000;16000;PLN;
JAVA SOFTWARE DEVELOPER;RMEDISON SP Z O.O.;N/A;java developer;Zdalna;N/A;16800;30240;PLN;
Mid/Senior Java Developer;ERGO Technology & Services;N/A;java developer;Warszawa;POL;15000;24000;PLN;
Java Developer;Devire;N/A;java developer;Zdalna;N/A;20160;25200;PLN;
